-9.685,-6.9372
3.6779,5.5514
7.558,4.1185
-1.3639,0.81831
2.6269,5.9375
1.7208,6.3472
-5.4518,-2.3766
5.6931,5.4907
-4.2473,-0.10334
8.4875,3.494
-4.0305,-0.78171
0.72606,3.6843
-3.3271,-0.034067
-5.2541,-2.1016
0.90478,5.008
-7.8463,-6.2747
-7.2569,-5.4507
-8.1115,-5.3913
-3.7823,-0.66119
6.2527,5.164
0.27115,2.8498
7.3295,4.2501
9.6097,1.9062
-3.4669,-0.49644
-5.6077,-2.5489
0.36447,3.8818
-2.9399,0.077564
7.1895,5.1587
-4.7996,-0.20804
6.8744,4.0135
1.656,6.0412
4.3881,6.2018
-3.1295,-0.16898
-9.8145,-7.0712
-6.1511,-3.6326
0.14776,2.8458
-9.5152,-6.0079
1.0008,4.7038
-4.4763,-0.014025
3.9248,5.6918
7.6271,4.6963
-9.5064,-6.9495
-3.1759,0.36549
-1.5719,0.49609
-8.3998,-5.5635
-8.4129,-6.8968
-8.5525,-5.6682
8.0068,3.7709
9.3862,1.0035
-2.1739,0.70068
-3.7283,0.049258
1.0663,4.8227
5.841,4.8756
5.9663,4.493
7.2652,4.1433
5.9592,4.03
-9.8725,-6.9589
8.398,3.2679
-9.6408,-5.8618
-9.4117,-6.513
4.229,6.0919
0.76828,4.2951
0.49177,4.4692
0.044799,3.4886
-8.6866,-6.9205
-5.3992,-2.2363
-7.6592,-5.4001
9.7954,0.65907
-8.5897,-6.9187
-8.7995,-6.1993
3.2315,6.3239
-3.1188,0.47518
-7.4297,-5.1821
2.7427,6.1091
4.9298,5.2088
6.1053,5.4401
-4.6195,-0.59595
-1.3204,0.48408
-1.9639,0.83592
2.1628,6.7299
5.4017,5.4202
8.8225,3.106
-7.3707,-5.0093
-4.8855,-0.55084
-2.4338,-0.17998
9.8747,0.53999
-3.181,-0.56431
7.991,4.5714
-5.2504,-0.72924
-5.6,-1.296
9.8215,0.20236
9.0221,1.7075
2.7643,5.6288
0.082617,3.2063
-2.8376,-0.78161
5.369,4.1049
5.6873,4.1397
-9.4216,-6.2638
-8.9512,-7.0724
-3.5316,0.085486
5.9937,4.8344
2.6046,5.4776
9.656,0.7277
-6.835,-4.5822
2.3335,5.4972
-3.8257,0.16501
-8.2984,-6.2827
7.5366,3.6907
1.814,6.0569
-3.9375,0.34762
-6.6386,-4.5263
-3.2025,0.32414
-8.6511,-6.7202
3.0698,5.4289
-5.1143,-1.1479
5.1584,5.591
-4.0197,0.15338
-1.6237,0.23498
-8.8834,-6.0724
-9.3829,-6.4528
-6.2684,-3.3417
-4.5819,0.072429
-8.6751,-6.2385
-3.3301,0.28224
-9.0019,-6.0904
-7.9738,-6.5028
-8.5626,-6.0328
8.0903,3.7226
-3.764,-0.73876
1.8354,6.0117
-2.4475,-0.090921
9.0313,1.6988
4.8479,5.1965
7.7419,3.974
1.9779,6.4279
3.7926,5.4509
-2.1777,-0.44474
-5.5345,-1.2836
-7.3748,-5.6846
-6.5504,-4.0877
8.772,2.6017
-9.3104,-5.9749
7.5911,4.481
0.44655,4.3478
6.1649,4.097
-1.0484,0.62367
-3.0692,0.052512
5.143,4.2948
-2.7957,0.22931
1.1321,5.1924
7.7744,4.6696
6.8033,4.1851
-5.1195,-0.84466
-1.2876,1.1373
6.5711,5.2842
-6.9459,-4.6672
5.1591,4.4708
7.5302,4.1227
0.042472,2.8164
1.4053,5.3048
7.0296,4.4425
9.6929,1.2305
5.8043,5.3924
-2.9863,-0.46027
0.038097,2.6935
-4.8958,-0.28192
0.19743,4.0322
-8.4276,-6.5523
-8.882,-7.0331
2.6998,6.5482
2.3381,5.5046
-8.3705,-6.2978
2.1904,5.9149
0.89341,4.83
7.1184,4.0642
2.8538,6.286
-4.5673,-1.1291
-7.865,-6.4413
-8.7897,-6.4712
2.4377,5.7419
3.9814,6.9023
-4.5012,-0.49848
-1.5606,0.35746
-2.6835,-0.41255
-8.3568,-6.2786
-8.6046,-5.9172
-7.5822,-6.0417
3.5571,5.4379
-5.6213,-1.6939
-5.2544,-1.2402
-9.8273,-6.5649
4.5422,6.0937
1.2207,5.1258
1.0395,5.5252
4.8451,5.1591
6.4927,5.3559
-2.1321,0.32648
-7.2811,-4.8298
-6.0851,-3.6307
4.406,5.7009
3.3927,6.0138
-8.803,-6.1935
-2.3145,0.014778
-0.17528,2.2248
5.4832,4.8775
-7.0438,-4.1896
-0.28932,1.6836
-8.5633,-6.8839
5.7489,5.154
-2.1254,-0.69413
-5.2768,-1.9673
-8.3886,-6.5182
-8.4199,-5.6575
8.5486,3.3908
-5.9057,-3.2625
9.1316,1.8748
-3.2052,-0.60198
9.1993,1.6878
-3.1371,-0.85075
-8.7315,-5.8752
2.2495,6.4239
1.1123,5.3403
8.129,4.317
-5.9755,-2.2762
5.7539,4.1727
-3.0456,-0.31476
9.443,0.8314
6.721,3.9557
4.2361,5.1365
-5.702,-2.6508
-9.691,-6.9517
-5.7991,-2.3105
0.72937,4.2742
-7.8308,-5.69
7.0752,4.3024
8.217,3.8569
-3.3255,-0.015056
-0.61714,1.2372
-9.9421,-7.079
-3.7818,-0.88558
-0.29556,1.916
-4.7567,-0.72146
3.6622,6.6763
8.2237,3.4186
1.41,4.9344
-4.6944,-1.3462
8.5694,3.8536
-8.7151,-6.7491
2.526,6.2914
8.9656,2.0381
0.32787,3.2629
9.1341,2.5173
-4.5596,-1.0867
0.5398,4.538
8.2238,3.1002
-5.7063,-1.442
6.5357,4.9437
-7.2334,-5.3705
-1.245,1.3579
7.5057,3.7303
4.0862,6.4944
-0.059556,3.4745
2.1919,6.1833
-8.4434,-5.9439
-5.1713,-1.329
-9.4843,-6.0369
6.9295,3.9343
-9.7027,-6.8876
1.0083,4.2421
-7.6066,-6.0737
1.759,6.404
2.4442,6.61
4.9404,4.542
-3.8014,0.052382
8.3301,2.8672
5.6453,4.232
-7.9791,-6.4436
-4.3779,-0.21552
8.1501,4.3406
-7.7783,-5.2459
5.7964,4.7269
